,id,name,reviews,rating,website,email,phone,link,address,latitude,longitude,featured_image,ranking,reviews_per_rating,review_keywords,city,destinationType,TAG
10,1990531,Villa Makassar,1221,5.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d1990531-Reviews-Villa_Makassar-Marrakech_Marrakech_Safi.html,"20 Derb Chtouka Kasbah, Marrakech 40000 Morocco",31.612253,-7.987396,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/28/8c/25/villa-makassar.jpg,"{""current_rank"": 7, ""total"": 800}","{""1"": 2, ""2"": 5, ""3"": 16, ""4"": 96, ""5"": 1102}","['deluxe suite', 'hotel spa', 'an oasis', 'atlas mountains', 'a wonderful stay', 'hotel is beautiful', 'the main square', 'spent nights', 'rooftop terrace', 'the hustle and bustle', 'mint tea', 'old city', 'tagine', 'yogurt', 'fouad', 'kasbah', 'jacuzzi', 'hammam', 'rousseau', 'morocco', 'furniture', 'souks', 'luxury', 'tranquility', 'courtyard', 'retreat', 'excursions', 'taxis']",Marrakech,Hotel,"['Markets & Souks', 'Cuisine', 'Guest Experience', 'City Vibes', 'guided tour']"
11,302479,Movenpick Hotel Mansour Eddahbi Marrakech,4785,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d302479-Reviews-Movenpick_Hotel_Mansour_Eddahbi_Marrakech-Marrakech_Marrakech_Safi.html,"Avenue Mohammed VI Hivernage, Marrakech 40000 Morocco",31.62429,-8.014819,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/9e/49/70/spa-suite-swimming-pool.jpg,"{""current_rank"": 161, ""total"": 800}","{""1"": 127, ""2"": 100, ""3"": 262, ""4"": 669, ""5"": 3628}","['beautiful hotel', 'kids club', 'spa', 'reception', 'hind', 'concierge', 'nadia', 'hammam', 'taxis']",Marrakech,Hotel,"['experience', 'Oreintal', 'sunbeds']"
12,2536423,Grand Plaza Marrakech,1222,4.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d2536423-Reviews-Grand_Plaza_Marrakech-Marrakech_Marrakech_Safi.html,"Angle Avenue Mohammed VI et Avenue Hassan II (en Face Du Theatre Royal), Marrakech 40000 Morocco",31.62946,-8.016441,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/83/05/3c/caption.jpg,"{""current_rank"": 250, ""total"": 800}","{""1"": 84, ""2"": 55, ""3"": 136, ""4"": 445, ""5"": 502}","['red hotel', 'opposite the train station', 'pool area', 'mini bar', 'modern hotel', 'nice pool', 'breakfast and dinner', 'day trip', 'old city', 'the main square', 'taxi', 'morocco', 'medina', 'casablanca', 'poolside']",Marrakech,Hotel,"['parking', 'restaurant', 'Swimming & Pools', 'Bustling Streets', 'airport', 'Guided Adventures']"
13,1941087,Kenzi Club Agdal Medina,9744,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d1941087-Reviews-Kenzi_Club_Agdal_Medina-Marrakech_Marrakech_Safi.html,"Blvd Mohammed VI Zone De L'Agdal, Marrakech 40000 Morocco",31.57954,-7.983402,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/79/a1/d3/kenzi-club-agdal-medina.jpg,"{""current_rank"": 147, ""total"": 800}","{""1"": 246, ""2"": 301, ""3"": 854, ""4"": 2528, ""5"": 5815}","['animation team', 'pool bar', 'golf buggy', 'private pool', 'reception staff', 'shuttle bus', 'every night', 'all inclusive hotel', 'french guests', 'french speaking', 'themed nights', 'table tennis', 'mini club', 'evening entertainment', 'water aerobics', 'plenty of sunbeds', 'short break', 'olive trees', 'meal times', 'kids club', 'main restaurant', 'all inclusive package', 'moroccan restaurant', 'main pool', 'hotel grounds', 'winter sun', 'fantastic holiday', 'camel ride', 'cleaned daily', 'cleaned every day']",Marrakech,Hotel,"['experience', 'Outdoor Spaces', 'Luxury', 'Accommodation', 'Late Night Experience', 'Chill & Relax', 'relaxing']"
14,6621142,TUI BLUE Medina Gardens,1738,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d6621142-Reviews-TUI_BLUE_Medina_Gardens-Marrakech_Marrakech_Safi.html,"Arset Djenan Lakhdar, Marrakech 40000 Morocco",31.627748,-7.995484,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/17/b2/53/tui-blue-medina-gardens.jpg,"{""current_rank"": 145, ""total"": 800}","{""1"": 25, ""2"": 34, ""3"": 94, ""4"": 324, ""5"": 1261}","['tui rep', 'fountain bar', 'jacuzzi room', 'main pool', 'fitness instructor', 'gala night', 'relaxation pool', 'white night', 'artisan centre', 'pool party', 'moroccan night', 'plenty of sunbeds', 'buffet restaurant', 'main restaurant', 'robes and slippers', 'themed nights', 'management team', 'hotel is in a great location', 'smaller pool', 'moroccan dishes', 'spent a week here', 'heated pool', 'an amazing holiday', 'all inclusive hotel', 'restaurant staff', 'for making our holiday', 'relaxing holiday', 'sun loungers', 'a great week', 'evening entertainment']",Marrakech,Hotel,"['Outdoor Spaces', 'Guest Experience', 'Comfort & Enjoyment', 'Hospitality', 'Perfect Week']"
15,628885,"Marrakech Riads, Angsana Heritage Collection",1282,4.5,https://tripadvisor.com/Commerce?p=TABAIndependentHotels&src=0&geo=628885&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=321026821&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkettNTjuC0FwpmDJqIZI9SXO-a5VxNpJc98DEIrT0DJpxbmnYdy_7jnWOlUF7t9V7Q&adults=2&child_rm_ages=&inDay=5&outDay=6&rooms=1&inMonth=3&inYear=2025&outMonth=3&outYear=2025&def_d=false&bapid=1&cs=1cf0ef189a0124d5e890bcb0548e2fbe8_JkU,marrakech@angsana.com,011 212 678-966066,https://www.tripadvisor.com/Hotel_Review-g293734-d628885-Reviews-Marrakech_Riads_Angsana_Heritage_Collection-Marrakech_Marrakech_Safi.html,"24 Derb Si Said, Marrakech 40000 Morocco",31.622423,-7.983676,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/14/38/e5/patio.jpg,"{""current_rank"": 23, ""total"": 1251}","{""1"": 10, ""2"": 18, ""3"": 47, ""4"": 263, ""5"": 944}","['riad blanc', 'riad lydines', 'bab firdaus', 'mobile phone', 'roof terrace', 'the main square', 'bahia palace', 'plunge pool', 'memorable stay', 'stayed nights', 'riad experience', 'narrow streets', 'breakfast and dinner', 'long weekend', 'small pool', 'atlas mountains', 'away from the hustle and bustle', 'an oasis', 'mint tea', 'tucked away', 'day trip', 'souks', 'morocco', 'ismail', 'courtyard', 'luc', 'guide', 'slippers', 'taxis', 'el']",Marrakech,Hotel,"['parking', 'Heritage', 'Dining', 'Water Activities', 'Late Night Experience', 'Guest Experience', 'guided tour']"
16,877823,Valeria Madina Club Resort,4447,4.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d877823-Reviews-Valeria_Madina_Club_Resort-Marrakech_Marrakech_Safi.html,"Route De Fes Bab Atlas, Marrakech 40000 Morocco",31.66246,-7.891984,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/19/52/ff/club-marmara-madina.jpg,"{""current_rank"": 276, ""total"": 800}","{""1"": 309, ""2"": 348, ""3"": 655, ""4"": 1342, ""5"": 1793}","['entertainment team', 'clean rooms', 'mango pool', 'break dance', 'french families', 'amazing resort', 'pools are lovely', 'aqua zumba', 'nice holiday', 'aqua park', 'mini disco', 'an enjoyable stay', 'winter break', 'loved our stay', 'sister hotel', 'all inclusive hotel', 'meal times', 'fresh towels', 'plenty of sunbeds', 'the hotel manager', 'family holiday', 'main pool', 'the ground floor', 'tagine', 'mido', 'entertaiment', 'marmara', 'yummmy', 'juluis', 'aya']",Marrakech,Hotel,"['experience', 'Premium Hospitality', 'Swimming & Pools', 'Guest Experience', 'Guest Experience', 'Easy Access', 'Chill & Relax', 'Vacation Bliss']"
17,27176436,Click Riad Marrakech,598,5.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d27176436-Reviews-Click_Riad_Marrakech-Marrakech_Marrakech_Safi.html,"Derb El Ferrane Ndeg57 Arest El Mesfioui , Bab Ghmat , Marrakech, Marrakech 40400 Morocco",31.625841,-7.976133,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/64/76/84/caption.jpg,"{""current_rank"": 11, ""total"": 800}","{""1"": 3, ""2"": 4, ""3"": 1, ""4"": 40, ""5"": 551}",[],Marrakech,Hotel,[]
18,304468,Kenzi Rose Garden,960,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d304468-Reviews-Kenzi_Rose_Garden-Marrakech_Marrakech_Safi.html,"Avenue Du President Kennedy, Marrakech 40000 Morocco",31.62243,-8.006564,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/a3/e7/e2/kenzi-rose-garden.jpg,"{""current_rank"": 197, ""total"": 800}","{""1"": 55, ""2"": 30, ""3"": 74, ""4"": 120, ""5"": 681}","['animation team', 'nice stay', 'very nice hotel', 'aqua gym', 'guest relations', 'walking distance', 'recommend this hotel', 'pool bar', 'rooms are big', 'water polo', 'spacious room', 'pool staff', 'half board', 'kids club', 'visit marrakech', 'an oasis', 'rania', 'aya', 'omar', 'pools', 'reception', 'waterpolo', 'towels', 'selma', 'eid', 'gueliz', 'honeymoon', 'concierge', 'tennis', 'square']",Marrakech,Hotel,"['riad', 'Outdoor Spaces', 'Refreshing Retreats', 'Guest Experience', 'Comfort & Enjoyment', 'Hospitality', 'Prime Location']"
19,1649367,Marrakech Ryads Parc,1153,4.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d1649367-Reviews-Marrakech_Ryads_Parc-Marrakech_Marrakech_Safi.html,"Douar Ouled Berrahmoun, Marrakech 40000 Morocco",31.703922,-7.957321,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c3/e5/37/ona-marrakech-ryads-spa.jpg,"{""current_rank"": 278, ""total"": 800}","{""1"": 107, ""2"": 104, ""3"": 147, ""4"": 248, ""5"": 547}","['animation team', 'blue bar', 'every night', 'terrace bar', 'ample sunbeds', 'buffet restaurant', 'the hotel shuttle bus', 'evening entertainment', 'relaxing week', 'camel riding', 'great holiday', 'speak french', 'enjoyed my stay', 'family holiday', 'double bed', 'pool area is', 'table tennis', 'hotel is lovely', 'water polo', 'all inclusive hotel', 'hotel grounds', 'guided tour', 'rooms are lovely', 'cleaned daily', 'moroccan food', 'pancakes', 'tagine', 'the hustle and bustle', 'atlas mountains', 'ona']",Marrakech,Hotel,"['Markets & Souks', 'Comfort & Hygiene', 'Positivity', 'Nightlife', 'Accommodation', 'Vacation Bliss']"
20,1436744,Jaal Riad Resort,528,4.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d1436744-Reviews-Jaal_Riad_Resort-Marrakech_Marrakech_Safi.html,"Avenue Mohammed VI, Marrakech 40020 Morocco",31.593313,-7.990948,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/83/8d/a4/jaal-riad-resort-adults.jpg,"{""current_rank"": 227, ""total"": 800}","{""1"": 41, ""2"": 53, ""3"": 51, ""4"": 70, ""5"": 313}","['f b manager', 'pool view room', 'a wonderful stay', 'stunning hotel', 'french guests', 'duty manager', 'pool area is lovely', 'peace and tranquility', 'rose petals', 'moroccan restaurant', 'day trip', 'every morning', 'the hustle and bustle', 'atlas mountains', 'salim', 'sauna', 'musicians', 'taxi', 'loungers', 'maids', 'marakesh', 'morocco', 'terrace', 'hammam', 'medina']",Marrakech,Hotel,"['parking', 'Oreintal', 'Local Flavors', 'Positivity', 'Late Night Experience', 'Guided Adventures', 'Souk Adventures']"
21,526549,Riad Meriem,158,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d526549-Reviews-Riad_Meriem-Marrakech_Marrakech_Safi.html,"97 Derb El Cadi, Azbest Medina, Marrakech Morocco",31.628736,-7.984219,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/82/9f/78/dachterrasse.jpg,"{""current_rank"": 252, ""total"": 800}","{""1"": 2, ""2"": 1, ""3"": 7, ""4"": 21, ""5"": 127}","['roof terrace', 'location is great', 'helpful tips', 'main square', 'yogurt']",Marrakech,Hotel,"['riad', 'Cuisine', 'Spiritual', 'Cultural Fusion']"
22,299685,Sofitel Marrakech Palais Imperial & Spa,9328,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d299685-Reviews-Sofitel_Marrakech_Palais_Imperial_Spa-Marrakech_Marrakech_Safi.html,"Rue Harroun Errachid Quartier De L'hivernage, Marrakech 40000 Morocco",31.621305,-8.002829,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/72/9b/3b/sofitel-marrakech-palais.jpg,"{""current_rank"": 187, ""total"": 800}","{""1"": 390, ""2"": 406, ""3"": 694, ""4"": 1589, ""5"": 6250}","['lawrence bar', 'l orangerie', 'pool area', 'beautiful hotel', 'breakfast buffet is', 'pool staff', 'superior room', 'moroccan tea', 'concierge', 'farah', 'shisha', 'loungers', 'taxis', 'hammam', 'souk']",Marrakech,Hotel,"['parking', 'Arabic', 'buffet', 'Resort & Relaxation', 'sunbeds', 'luggage']"
23,1718231,Ksar Anika Boutique Hotel & Spa,209,5.0,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d1718231-Reviews-Ksar_Anika_Boutique_Hotel_Spa-Marrakech_Marrakech_Safi.html,"Avenue Imam El Ghazali Mellah Next to Jewish Monument Mellah, Marrakech 40000 Morocco",31.62079,-7.980777,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/90/1d/b7/outdoor-courtyard-pool.jpg,"{""current_rank"": 35, ""total"": 800}","{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 9, ""5"": 198}","['rooms are spacious', 'large rooftop terrace', 'inner yard', 'breakfast was amazing', 'traditional hammam', 'bahia palace', 'stayed longer', 'memorable stay', 'riad experience', 'orange juice', 'two nights', 'few minutes walk', 'excellent stay', 'highly recommend this riad', 'rose petals', 'homemade yogurt', 'visit marrakech', 'heart of marrakech', 'swimming pool', 'lovely riad', 'every morning', 'the main square', 'an oasis', 'mellah', 'shampoo', 'fountain', 'tranquil', 'souks', 'comfort', 'courtyard']",Marrakech,Hotel,"['experience', 'Nightlife', 'Scenic Walks', 'Wellness & Balance', 'Marrakech Magic']"
24,16541118,Barcelo Palmeraie Oasis Resort,1746,4.5,,,,https://www.tripadvisor.com/Hotel_Review-g293734-d16541118-Reviews-Barcelo_Palmeraie_Oasis_Resort-Marrakech_Marrakech_Safi.html,"KM 6 Route de Fes, Marrakech 40600 Morocco",31.66131,-7.933358,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/70/a0/07/barcelo-palmeraie.jpg,"{""current_rank"": 179, ""total"": 800}","{""1"": 104, ""2"": 77, ""3"": 153, ""4"": 309, ""5"": 1104}","['lovely relaxing time', 'great experience for the entire family', 'extra guests', 'the friendly reception staff', 'kids pool', 'show cooking', 'pool bar', 'guest experience', 'half board', 'shuttle bus service', 'buffet food', 'guest services', 'kids club', 'free shuttle', 'room was clean and comfortable', 'french guests', 'main bar', 'excellent holiday', 'lovely hotel', 'moroccan dishes', 'quiet location', 'tennis courts', 'great facilities', 'hotel grounds', 'orange blossom', 'table tennis', 'visiting marrakech', 'wonderful stay', 'would highly recommend this hotel', 'stayed here for a week']",Marrakech,Hotel,"['riad', 'Oreintal', 'Accommodation', 'Guest Experience', 'Skyline Views']"
